Opportunity Id,Opportunity Name,Opportunity Category,Gender,Country,Current/Intended Major,Status Description,Status Code,Age,Learner SignUp DateTime_year,Learner SignUp DateTime_month,Learner SignUp DateTime_day,Learner SignUp DateTime_hour,Learner SignUp DateTime_minute,Learner SignUp DateTime_second,Opportunity End Date_year,Opportunity End Date_month,Opportunity End Date_day,Opportunity End Date_hour,Opportunity End Date_minute,Opportunity End Date_second,Entry created at_year,Entry created at_month,Entry created at_day,Entry created at_hour,Entry created at_minute,Entry created at_second,Apply Date_year,Apply Date_month,Apply Date_day,Apply Date_hour,Apply Date_minute,Apply Date_second,Opportunity Start Date_year,Opportunity Start Date_month,Opportunity Start Date_day,Opportunity Start Date_hour,Opportunity Start Date_minute,Opportunity Start Date_second
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,India,engineering,Team Allocated,1070,24,2023.0,6.0,1.0,13.0,49.0,33.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,13.0,22.0,2.0,38.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,medicine,Team Allocated,1070,27,2023.0,8.0,3.0,21.0,10.0,41.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,15.0,14.0,30.0,29.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,"Virgin Islands, U.S.",computer science,Team Allocated,1070,26,2023.0,9.0,22.0,21.0,58.0,47.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,9.0,22.0,22.0,19.0,25.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,computer science,Withdraw,1110,24,2023.0,11.0,25.0,19.0,8.0,20.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,11.0,25.0,19.0,16.0,10.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,environmental sciences,Team Allocated,1070,27,2023.0,12.0,17.0,23.0,47.0,38.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,12.0,17.0,23.0,59.0,51.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,computer science,Rejected,1030,25,2023.0,12.0,24.0,2.0,17.0,28.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,3.0,5.0,20.0,33.0,25.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,it,Team Allocated,1070,23,2023.0,6.0,16.0,13.0,30.0,30.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,10.0,10.0,1.0,15.0,3.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,it,Team Allocated,1070,23,2023.0,9.0,5.0,16.0,51.0,56.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,9.0,6.0,19.0,38.0,29.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,India,zoology,Team Allocated,1070,23,2023.0,7.0,21.0,18.0,29.0,16.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,7.0,21.0,18.0,45.0,20.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,computer science,Team Allocated,1070,24,2023.0,8.0,23.0,21.0,18.0,59.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,9.0,17.0,3.0,39.0,11.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,cybersecurity,Rejected,1030,26,2024.0,2.0,9.0,23.0,24.0,27.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,10.0,22.0,4.0,44.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,computer science,Team Allocated,1070,25,2023.0,7.0,21.0,20.0,36.0,43.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,7.0,21.0,20.0,48.0,44.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,Ghana,it,Team Allocated,1070,26,2023.0,7.0,9.0,10.0,16.0,42.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,7.0,9.0,10.0,26.0,29.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,Pakistan,other,Team Allocated,1070,25,2023.0,8.0,13.0,20.0,2.0,59.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,13.0,20.0,16.0,53.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,it,Rejected,1030,23,2024.0,2.0,29.0,19.0,39.0,41.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,29.0,20.0,7.0,52.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,Ghana,engineering,Team Allocated,1070,24,2023.0,12.0,14.0,11.0,8.0,27.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,12.0,14.0,11.0,34.0,38.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,computer science,Rejected,1030,24,2023.0,9.0,15.0,19.0,12.0,56.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,7.0,5.0,33.0,35.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,medicine,Rejected,1030,26,2023.0,11.0,11.0,7.0,16.0,22.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,12.0,31.0,15.0,9.0,50.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,Nigeria,psychology,Team Allocated,1070,20,2023.0,6.0,25.0,8.0,4.0,58.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,6.0,25.0,8.0,35.0,49.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,medicine,Rejected,1030,29,2023.0,12.0,29.0,3.0,28.0,42.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,15.0,2.0,34.0,53.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,medicine,Rejected,1030,38,2024.0,1.0,24.0,22.0,18.0,57.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,4.0,6.0,42.0,15.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,computer science,Rejected,1030,23,2023.0,6.0,25.0,16.0,2.0,59.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,3.0,5.0,18.0,46.0,59.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,India,it,Rejected,1030,24,2024.0,2.0,29.0,5.0,5.0,46.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,29.0,5.0,24.0,15.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,Ghana,management,Rejected,1030,44,2024.0,2.0,9.0,15.0,19.0,58.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,15.0,14.0,30.0,29.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,Nigeria,medicine,Team Allocated,1070,26,2023.0,8.0,31.0,19.0,20.0,0.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,9.0,3.0,9.0,6.0,34.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,India,computer science,Team Allocated,1070,24,2023.0,5.0,27.0,10.0,15.0,25.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,7.0,17.0,7.0,42.0,45.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,medicine,Rejected,1030,25,2023.0,8.0,19.0,18.0,1.0,47.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,23.0,22.0,55.0,43.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,it,Rejected,1030,26,2023.0,8.0,5.0,2.0,41.0,45.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,3.0,2.0,6.0,4.0,21.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,it,Rejected,1030,24,2023.0,9.0,25.0,22.0,30.0,19.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,20.0,19.0,9.0,5.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,medicine,Team Allocated,1070,23,2023.0,8.0,21.0,5.0,0.0,29.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,21.0,5.0,43.0,2.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,computer science,Team Allocated,1070,24,2023.0,9.0,9.0,3.0,57.0,35.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,11.0,22.0,4.0,15.0,3.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,computer science,Rejected,1030,25,2024.0,2.0,7.0,5.0,16.0,33.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,7.0,5.0,24.0,40.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,Bangladesh,electrical engineering,Team Allocated,1070,26,2023.0,8.0,11.0,17.0,56.0,26.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,10.0,6.0,15.0,10.0,9.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,Ghana,analytics,Team Allocated,1070,36,2023.0,6.0,30.0,18.0,36.0,31.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,12.0,27.0,10.0,4.0,35.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,India,computer science,Team Allocated,1070,23,2023.0,5.0,27.0,8.0,12.0,21.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,24.0,4.0,44.0,38.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,data science,Rejected,1030,33,2024.0,1.0,22.0,4.0,22.0,17.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,3.0,7.0,4.0,1.0,29.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,India,medicine,Rejected,1030,26,2024.0,1.0,1.0,14.0,35.0,38.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,12.0,5.0,28.0,43.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,it,Rejected,1030,24,2023.0,9.0,2.0,2.0,38.0,39.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,15.0,14.0,30.0,29.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,computer science,Team Allocated,1070,24,2023.0,9.0,3.0,16.0,43.0,7.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,9.0,3.0,23.0,1.0,4.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,Nigeria,psychology,Team Allocated,1070,21,2023.0,7.0,18.0,16.0,1.0,14.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,7.0,18.0,16.0,14.0,48.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,Egypt,medicine,Team Allocated,1070,18,2023.0,10.0,5.0,13.0,4.0,27.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,10.0,5.0,13.0,15.0,55.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,Nigeria,science,Team Allocated,1070,23,2023.0,6.0,26.0,10.0,38.0,23.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,23.0,5.0,57.0,17.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,it,Rejected,1030,24,2024.0,2.0,10.0,2.0,36.0,16.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,11.0,17.0,32.0,13.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,computer science,Rejected,1030,24,2023.0,6.0,16.0,13.0,30.0,30.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,3.0,4.0,1.0,17.0,50.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,Kenya,education administration,Team Allocated,1070,25,2023.0,7.0,8.0,20.0,32.0,12.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,7.0,17.0,14.0,41.0,26.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,it,Rejected,1030,24,2023.0,10.0,3.0,1.0,10.0,27.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,6.0,18.0,44.0,1.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,India,cybersecurity,Team Allocated,1070,24,2023.0,7.0,9.0,6.0,55.0,30.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,30.0,5.0,4.0,48.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,medicine,Team Allocated,1070,24,2023.0,8.0,20.0,18.0,21.0,53.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,11.0,1.0,17.0,51.0,57.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,Nigeria,medicine,Team Allocated,1070,34,2023.0,8.0,30.0,9.0,56.0,26.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,30.0,10.0,46.0,19.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,medicine,Withdraw,1110,27,2023.0,8.0,23.0,4.0,50.0,21.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,30.0,8.0,19.0,37.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,it,Rejected,1030,23,2023.0,6.0,8.0,18.0,57.0,2.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,2.0,21.0,29.0,36.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,computer science,Rejected,1030,24,2024.0,1.0,9.0,3.0,30.0,42.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,25.0,21.0,54.0,9.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,Ghana,agriculture,Team Allocated,1070,34,2023.0,6.0,26.0,1.0,25.0,11.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,6.0,26.0,1.0,42.0,27.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,India,medicine,Withdraw,1110,26,2023.0,8.0,13.0,17.0,58.0,55.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,13.0,18.0,13.0,11.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,computer science,Team Allocated,1070,25,2023.0,8.0,16.0,21.0,37.0,37.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,16.0,21.0,50.0,52.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,India,management,Withdraw,1110,28,2023.0,10.0,2.0,22.0,47.0,45.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,10.0,2.0,22.0,52.0,23.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United Kingdom,medicine,Team Allocated,1070,39,2023.0,12.0,11.0,1.0,15.0,24.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,12.0,11.0,1.0,28.0,8.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,medicine,Team Allocated,1070,26,2023.0,8.0,23.0,18.0,53.0,32.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,15.0,14.0,30.0,29.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,geography,Rejected,1030,30,2024.0,2.0,21.0,21.0,50.0,49.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,3.0,3.0,22.0,11.0,6.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,computer science,Team Allocated,1070,24,2023.0,7.0,9.0,6.0,58.0,28.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,9.0,20.0,19.0,57.0,39.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,it,Team Allocated,1070,23,2023.0,10.0,19.0,18.0,58.0,23.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,11.0,2.0,20.0,51.0,51.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,India,medicine,Team Allocated,1070,23,2023.0,8.0,22.0,16.0,45.0,0.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,9.0,1.0,13.0,8.0,35.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,Nigeria,medicine,Team Allocated,1070,38,2023.0,8.0,21.0,14.0,44.0,6.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,22.0,11.0,8.0,16.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,medicine,Rejected,1030,25,2024.0,2.0,4.0,7.0,8.0,13.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,5.0,5.0,14.0,8.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,Nigeria,medicine,Team Allocated,1070,23,2023.0,8.0,15.0,8.0,35.0,40.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,15.0,8.0,48.0,16.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,it,Rejected,1030,31,2024.0,1.0,26.0,19.0,15.0,7.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,15.0,14.0,30.0,29.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,India,it,Team Allocated,1070,25,2023.0,9.0,16.0,17.0,20.0,31.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,12.0,23.0,13.0,14.0,14.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,India,computer science,Team Allocated,1070,25,2023.0,12.0,20.0,16.0,12.0,53.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,12.0,20.0,16.0,38.0,53.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,India,it,Team Allocated,1070,28,2023.0,7.0,8.0,9.0,9.0,9.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,9.0,6.0,4.0,10.0,37.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,medicine,Rejected,1030,35,2024.0,1.0,23.0,2.0,27.0,30.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,4.0,20.0,42.0,49.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,Nigeria,medicine,Team Allocated,1070,26,2023.0,8.0,24.0,10.0,48.0,39.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,24.0,11.0,8.0,10.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,Nigeria,other,Team Allocated,1070,34,2023.0,8.0,14.0,15.0,26.0,32.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,27.0,16.0,37.0,45.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,medicine,Team Allocated,1070,36,2023.0,6.0,16.0,13.0,30.0,30.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,15.0,14.0,30.0,29.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,cybersecurity,Rejected,1030,24,2024.0,2.0,4.0,19.0,11.0,21.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,4.0,19.0,32.0,46.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,Nigeria,engineering,Team Allocated,1070,38,2023.0,7.0,21.0,1.0,41.0,31.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,7.0,21.0,2.0,31.0,29.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,India,other,Team Allocated,1070,24,2023.0,6.0,3.0,6.0,44.0,0.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,8.0,21.0,23.0,1.0,34.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,Nigeria,medicine,Team Allocated,1070,25,2023.0,6.0,16.0,13.0,30.0,30.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,9.0,14.0,2.0,8.0,44.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,Nigeria,human resources,Team Allocated,1070,45,2023.0,12.0,30.0,17.0,44.0,43.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,12.0,30.0,18.0,8.0,1.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,cybersecurity,Rejected,1030,26,2023.0,8.0,18.0,22.0,50.0,1.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,5.0,4.0,25.0,46.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Male,United States,cybersecurity,Team Allocated,1070,24,2023.0,8.0,29.0,21.0,7.0,16.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,9.0,19.0,1.0,56.0,59.0,2024.0,1.0,8.0,3.0,30.0,46.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,United States,computer science,Rejected,1030,24,2024.0,2.0,8.0,6.0,39.0,23.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2024.0,2.0,12.0,19.0,20.0,16.0,2024.0,3.0,8.0,14.0,30.0,39.0
0GRA-BD28-CXVV-EYEX21,Health Care Management,Internship,Female,India,medicine,Team Allocated,1070,22,2023.0,8.0,19.0,7.0,53.0,4.0,2024.0,3.0,11.0,18.0,0.0,0.0,2024,3,11,12,2,6,2023.0,9.0,8.0,6.0,5.0,40.0,2024.0,1.0,8.0,3.0,30.0,46.0
